Mês,Escola,CodEscola,Nome Funcionario,CodFuncionario,Categoria,CodDisciplina,Disciplina,inicio do periodo,final do periodo,DiasTrabalhados,CHSuprimento,CHDiaria,CHPeriodo
Abril,ESCOLA R,ABC18,Waleska Brito,668,REGENCIA,106,LINGUA PORTUGUESA,45748,45768,21,4,"0,571428","11,999988"
Abril,ESCOLA R,ABC18,Waleska Brito,668,REGENCIA,106,LINGUA PORTUGUESA,45769,45777,9,12,"1,714285","15,428565"
Fevereiro,ESCOLA R,ABC18,Waleska Brito,668,REGENCIA,6366,REDACAO E LEITURA I,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA R,ABC18,Waleska Brito,668,REGENCIA,6366,REDACAO E LEITURA I,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA R,ABC18,Waleska Brito,668,REGENCIA,6366,REDACAO E LEITURA I,45748,45777,30,12,"1,714285","51,42855"
Março,ESCOLA F,ABC6,Waleska Lemos,885,NAO REGENCIA,9138,SUPORTE TECNICO,45727,45736,10,12,"1,714285","17,14285"
Março,ESCOLA F,ABC6,Waleska Lemos,885,NAO REGENCIA,9138,SUPORTE TECNICO,45737,45747,11,6,"0,857142","9,428562"
Abril,ESCOLA F,ABC6,Waleska Lemos,885,NAO REGENCIA,9138,SUPORTE TECNICO,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,9,"1,285714","33,428564"
Março,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45747,31,9,"1,285714","39,85713"
Abril,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,9,"1,285714","38,57142"
Fevereiro,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4024,NOCOES DE DIREITO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4024,NOCOES DE DIREITO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4024,NOCOES DE DIREITO,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4393,NEGOCIACAO E VENDAS,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4393,NEGOCIACAO E VENDAS,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4393,NEGOCIACAO E VENDAS,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4769,INTRODUCAO AO MARKETING,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4769,INTRODUCAO AO MARKETING,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4769,INTRODUCAO AO MARKETING,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4770,CONTROLADORIA E FINANCAS,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4770,CONTROLADORIA E FINANCAS,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA L,ABC12,Wanda Ferreira,830,REGENCIA,4770,CONTROLADORIA E FINANCAS,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA AH ,ABC31,Wanda Inácio,447,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA AH ,ABC31,Wanda Inácio,447,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA AH ,ABC31,Wanda Inácio,447,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1637,MET ENS MATEMATICA,45705,45716,12,6,"0,857142","10,285704"
Março,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1637,MET ENS MATEMATICA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1637,MET ENS MATEMATICA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1640,MET ENS CIENCIAS,45705,45716,12,2,"0,285714","3,428568"
Março,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1640,MET ENS CIENCIAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1640,MET ENS CIENCIAS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1642,MET ENS DE ARTE,45705,45716,12,2,"0,285714","3,428568"
Março,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1642,MET ENS DE ARTE,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA N ,ABC14,Wanessa Jardim,486,REGENCIA,1642,MET ENS DE ARTE,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,201,MATEMATICA,45691,45716,26,24,"3,428571","89,142846"
Março,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,201,MATEMATICA,45717,45747,31,24,"3,428571","106,2857"
Abril,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,201,MATEMATICA,45748,45777,30,24,"3,428571","102,85713"
Fevereiro,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45717,45722,6,8,"1,142857","6,857142"
Março,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45723,45747,25,2,"0,285714","7,14285"
Abril,ESCOLA AH ,ABC31,Wanessa Pinto,428,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45748,45777,30,2,"0,285714","8,57142"
Março,ESCOLA AH ,ABC31,Wanessa Pinto,428,NAO REGENCIA,9087,COORD DE AREA,45726,45747,22,8,"1,142857","25,14285"
Abril,ESCOLA AH ,ABC31,Wanessa Pinto,428,NAO REGENCIA,9087,COORD DE AREA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,2201,FILOSOFIA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,2201,FILOSOFIA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,2201,FILOSOFIA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,19,"2,714285","70,57141"
Março,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,19,"2,714285","84,14284"
Abril,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,19,"2,714285","81,42855"
Março,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,6364,PENSAMENTO COMPUTACIONAL I,45736,45747,12,2,"0,285714","3,428568"
Abril,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,6364,PENSAMENTO COMPUTACIONAL I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,7502,ENSINO RELIGIOSO,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,7502,ENSINO RELIGIOSO,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA Z,ABC23,Wanessa Porto,683,REGENCIA,7502,ENSINO RELIGIOSO,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA Z,ABC23,Wanessa Porto,683,NAO REGENCIA,9087,COORD DE AREA,45692,45716,25,8,"1,142857","28,571425"
Março,ESCOLA Z,ABC23,Wanessa Porto,683,NAO REGENCIA,9087,COORD DE AREA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA Z,ABC23,Wanessa Porto,683,NAO REGENCIA,9087,COORD DE AREA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,14,2,52
Março,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,14,2,62
Abril,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,14,2,60
Fevereiro,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,3863,ARTE I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,3863,ARTE I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,3863,ARTE I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,6363,ELETIVA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,6363,ELETIVA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,6363,ELETIVA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,6366,REDACAO E LEITURA I,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,6366,REDACAO E LEITURA I,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA S,ABC19,Wanessa Vieira,549,REGENCIA,6366,REDACAO E LEITURA I,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA F,ABC6,Wanessa Zimmermann,229,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA F,ABC6,Wanessa Zimmermann,229,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA F,ABC6,Wanessa Zimmermann,229,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA I ,ABC9,Wendy Araújo,758,REGENCIA,704,ARTE,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA I ,ABC9,Wendy Araújo,758,REGENCIA,704,ARTE,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA I ,ABC9,Wendy Araújo,758,REGENCIA,704,ARTE,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA A,ABC1,Wendy Nascimento,112,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45691,45716,26,25,"3,571428","92,857128"
Março,ESCOLA A,ABC1,Wendy Nascimento,112,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45717,45747,31,25,"3,571428","110,7143"
Abril,ESCOLA A,ABC1,Wendy Nascimento,112,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45777,30,25,"3,571428","107,14284"
Fevereiro,ESCOLA P ,ABC16,William Alves Diniz,628,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA P ,ABC16,William Alves Diniz,628,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45717,45717,1,40,"5,714285","5,714285"
Março,ESCOLA P ,ABC16,William Alves Diniz,628,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45722,45747,26,30,"4,285714","111,4286"
Abril,ESCOLA P ,ABC16,William Alves Diniz,628,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45748,45777,30,30,"4,285714","128,57142"
Fevereiro,ESCOLA S,ABC19,William Alves Santos,538,REGENCIA,201,MATEMATICA,45691,45716,26,16,"2,285714","59,428564"
Março,ESCOLA S,ABC19,William Alves Santos,538,REGENCIA,201,MATEMATICA,45717,45747,31,16,"2,285714","70,85713"
Abril,ESCOLA S,ABC19,William Alves Santos,538,REGENCIA,201,MATEMATICA,45748,45777,30,16,"2,285714","68,57142"
Fevereiro,ESCOLA S,ABC19,William Alves Santos,538,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45691,45716,26,24,"3,428571","89,142846"
Março,ESCOLA S,ABC19,William Alves Santos,538,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45717,45747,31,24,"3,428571","106,2857"
Abril,ESCOLA S,ABC19,William Alves Santos,538,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45748,45777,30,24,"3,428571","102,85713"
Fevereiro,ESCOLA P ,ABC16,William Mota,625,REGENCIA,1001,BIOLOGIA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA P ,ABC16,William Mota,625,REGENCIA,1001,BIOLOGIA,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA P ,ABC16,William Mota,625,REGENCIA,1001,BIOLOGIA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6363,ELETIVA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6363,ELETIVA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6363,ELETIVA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6365,CORRESP SOCIAL SUSTENT I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6365,CORRESP SOCIAL SUSTENT I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA P ,ABC16,William Mota,625,REGENCIA,6365,CORRESP SOCIAL SUSTENT I,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA M,ABC13,Wilson Guimarães,737,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45754,45777,24,20,"2,857142","68,571408"
Abril,ESCOLA J,ABC10,Wilson Guimarães,737,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,201,MATEMATICA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,201,MATEMATICA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,201,MATEMATICA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,1,"0,142857","3,714282"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45747,31,1,"0,142857","4,428567"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,1,"0,142857","4,28571"
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45748,45750,3,6,"0,857142","2,571426"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45751,45777,27,4,"0,571428","15,428556"
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45748,45750,3,6,"0,857142","2,571426"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45751,45777,27,4,"0,571428","15,428556"
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6362,ESTUDO ORIENTADO I,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6362,ESTUDO ORIENTADO I,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45753,6,3,"0,428571","2,571426"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,6362,ESTUDO ORIENTADO I,45754,45777,24,7,1,24
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,901,FISICA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,901,FISICA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,REGENCIA,901,FISICA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA AA,ABC24,Wilson Ilha,374,NAO REGENCIA,9087,COORD DE AREA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA AA,ABC24,Wilson Ilha,374,NAO REGENCIA,9087,COORD DE AREA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA AA,ABC24,Wilson Ilha,374,NAO REGENCIA,9087,COORD DE AREA,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45748,45753,6,4,"0,571428","3,428568"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45754,45776,23,2,"0,285714","6,571422"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,4767,TECNOLOGIAS E FERRAM DE GESTAO,45777,45777,1,4,"0,571428","0,571428"
Março,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45736,45747,12,2,"0,285714","3,428568"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45748,45753,6,4,"0,571428","3,428568"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45754,45776,23,2,"0,285714","6,571422"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45777,45777,1,4,"0,571428","0,571428"
Março,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45736,45747,12,4,"0,571428","6,857136"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45748,45753,6,8,"1,142857","6,857142"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45754,45776,23,4,"0,571428","13,142844"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6281,PENS LOG E CIDAD DIGITAL I,45777,45777,1,8,"1,142857","1,142857"
Fevereiro,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45691,45716,26,9,"1,285714","33,428564"
Março,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45736,45747,12,9,"1,285714","15,42857"
Março,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45717,45747,31,9,"1,285714","39,85713"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45748,45753,6,18,"2,571428","15,428568"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45754,45776,23,9,"1,285714","29,571422"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45777,45777,1,18,"2,571428","2,571428"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45748,45753,6,18,"2,571428","15,428568"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45754,45776,23,9,"1,285714","29,571422"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6340,PROGRAMACAO E ROBOTICA,45777,45777,1,18,"2,571428","2,571428"
Fevereiro,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45753,6,12,"1,714285","10,28571"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45754,45776,23,6,"0,857142","19,714266"
Abril,ESCOLA U ,ABC20,Wilson Ishida,581,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45777,45777,1,12,"1,714285","1,714285"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6364,PENSAMENTO COMPUTACIONAL I,45754,45776,23,2,"0,285714","6,571422"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,6364,PENSAMENTO COMPUTACIONAL I,45777,45777,1,4,"0,571428","0,571428"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,801,QUIMICA,45754,45776,23,2,"0,285714","6,571422"
Abril,ESCOLA Q ,ABC17,Wilson Ishida,581,REGENCIA,801,QUIMICA,45777,45777,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,1348,LOGICA COMPUTACIONAL,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,1348,LOGICA COMPUTACIONAL,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,1348,LOGICA COMPUTACIONAL,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,3936,CIENCIAS DA COMPUTACAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,3936,CIENCIAS DA COMPUTACAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,3936,CIENCIAS DA COMPUTACAO,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,4443,BANCO DE DADOS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,4443,BANCO DE DADOS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,4443,BANCO DE DADOS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,4761,PROGRAMACAO FRONT-END,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,4761,PROGRAMACAO FRONT-END,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,4761,PROGRAMACAO FRONT-END,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,5315,INTROD A PROGRAMACAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,5315,INTROD A PROGRAMACAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA F,ABC6,Wilson Pimentel,244,REGENCIA,5315,INTROD A PROGRAMACAO,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA I ,ABC9,Wilson Santos Beltrão,746,REGENCIA,601,EDUCACAO FISICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA I ,ABC9,Wilson Santos Beltrão,746,REGENCIA,601,EDUCACAO FISICA,45717,45747,31,4,"0,571428","17,71427"
