Mês,Escola,CodEscola,Nome Funcionario,CodFuncionario,Categoria,CodDisciplina,Disciplina,inicio do periodo,final do periodo,DiasTrabalhados,CHSuprimento,CHDiaria,CHPeriodo
Abril,ESCOLA I ,ABC9,Wilson Santos Beltrão,746,REGENCIA,601,EDUCACAO FISICA,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA W ,ABC21,Wilson Santos Ximenes,599,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45691,45716,26,40,"5,714285","148,57141"
Março,ESCOLA W ,ABC21,Wilson Santos Ximenes,599,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45717,45747,31,40,"5,714285","177,1428"
Abril,ESCOLA W ,ABC21,Wilson Santos Ximenes,599,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45748,45777,30,40,"5,714285","171,42855"
Fevereiro,ESCOLA G,ABC7,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45689,45690,2,30,"4,285714","8,571428"
Fevereiro,ESCOLA G,ABC7,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45691,45716,26,26,"3,714285","96,57141"
Março,ESCOLA G,ABC7,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45717,45747,31,26,"3,714285","115,1428"
Março,ESCOLA A,ABC1,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45722,45725,4,4,"0,571428","2,285712"
Março,ESCOLA A,ABC1,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45726,45747,22,6,"0,857142","18,85712"
Abril,ESCOLA G,ABC7,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45748,45777,30,26,"3,714285","111,42855"
Abril,ESCOLA A,ABC1,Xandra Mota,175,REGENCIA,1347,LINGUA INGLESA,45748,45777,30,6,"0,857142","25,71426"
Março,ESCOLA  AE,ABC28,Xandra Nóbrega,888,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45726,45747,22,20,"2,857142","62,85712"
Abril,ESCOLA  AE,ABC28,Xandra Nóbrega,888,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45760,13,20,"2,857142","37,142846"
Abril,ESCOLA  AE,ABC28,Xandra Nóbrega,888,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45761,45777,17,40,"5,714285","97,142845"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4024,NOCOES DE DIREITO,45749,45776,28,2,"0,285714","7,999992"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4024,NOCOES DE DIREITO,45777,45777,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4129,PRINCIPIOS DE ADMINISTRACAO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4129,PRINCIPIOS DE ADMINISTRACAO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4129,PRINCIPIOS DE ADMINISTRACAO,45748,45776,29,2,"0,285714","8,285706"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4129,PRINCIPIOS DE ADMINISTRACAO,45777,45777,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4393,NEGOCIACAO E VENDAS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4393,NEGOCIACAO E VENDAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4393,NEGOCIACAO E VENDAS,45748,45776,29,2,"0,285714","8,285706"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4393,NEGOCIACAO E VENDAS,45777,45777,1,4,"0,571428","0,571428"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4768,LIDERANCA E GESTAO DE PESSOAS,45749,45776,28,4,"0,571428","15,999984"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,4768,LIDERANCA E GESTAO DE PESSOAS,45777,45777,1,8,"1,142857","1,142857"
Fevereiro,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,5020,COMUNICACAO E VENDAS,45691,45716,26,1,"0,142857","3,714282"
Março,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,5020,COMUNICACAO E VENDAS,45717,45747,31,1,"0,142857","4,428567"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,5020,COMUNICACAO E VENDAS,45748,45776,29,1,"0,142857","4,142853"
Abril,ESCOLA M,ABC13,Ximena Castro,866,REGENCIA,5020,COMUNICACAO E VENDAS,45777,45777,1,2,"0,285714","0,285714"
Fevereiro,ESCOLA L,ABC12,Ximena Kawakami,827,REGENCIA,704,ARTE,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA L,ABC12,Ximena Kawakami,827,REGENCIA,704,ARTE,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA L,ABC12,Ximena Kawakami,827,REGENCIA,704,ARTE,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA AI,ABC32,Ximena Kondo,409,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AI,ABC32,Ximena Kondo,409,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AI,ABC32,Ximena Kondo,409,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AI,ABC32,Ximena Kondo,409,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AI,ABC32,Ximena Kondo,409,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AI,ABC32,Ximena Kondo,409,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,6,"0,857142","25,71426"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,2384,HISTORIA I,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,501,HISTORIA,45748,45777,30,9,"1,285714","38,57142"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,5641,PROJETO DE VIDA I,45748,45770,23,4,"0,571428","13,142844"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,5641,PROJETO DE VIDA I,45771,45777,7,9,"1,285714","8,999998"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45770,23,6,"0,857142","19,714266"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,6362,ESTUDO ORIENTADO I,45771,45777,7,9,"1,285714","8,999998"
Abril,ESCOLA S,ABC19,Ximena Tavares,1381,REGENCIA,6363,ELETIVA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA M,ABC13,Xuxa Dantas,764,REGENCIA,301,CIENCIAS,45716,45716,1,12,"1,714285","1,714285"
Fevereiro,ESCOLA I ,ABC9,Xuxa Dantas,764,REGENCIA,301,CIENCIAS,45691,45716,26,9,"1,285714","33,428564"
Março,ESCOLA M,ABC13,Xuxa Dantas,764,REGENCIA,301,CIENCIAS,45717,45729,13,12,"1,714285","22,28571"
Março,ESCOLA I ,ABC9,Xuxa Dantas,764,REGENCIA,301,CIENCIAS,45717,45730,14,9,"1,285714",18
Fevereiro,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,3863,ARTE I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,3863,ARTE I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,3863,ARTE I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,704,ARTE,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,704,ARTE,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,704,ARTE,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,732,ARTE II,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,732,ARTE II,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA A,ABC1,Xuxa Donato,115,REGENCIA,732,ARTE II,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA A,ABC1,Xuxa Donato,115,NAO REGENCIA,9220,COORD DE CURSO,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA A,ABC1,Xuxa Donato,115,NAO REGENCIA,9220,COORD DE CURSO,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA A,ABC1,Xuxa Donato,115,NAO REGENCIA,9220,COORD DE CURSO,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,3863,ARTE I,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,3863,ARTE I,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,3863,ARTE I,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,6279,LITER ART E MOVIMENTO I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,6279,LITER ART E MOVIMENTO I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,6279,LITER ART E MOVIMENTO I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,6363,ELETIVA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,6363,ELETIVA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,6363,ELETIVA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45691,45716,26,6,"0,857142","22,285692"
Fevereiro,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45691,45716,26,7,1,26
Março,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45717,45732,16,6,"0,857142","13,71427"
Março,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45733,45747,15,14,2,30
Março,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45717,45747,31,7,1,31
Abril,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45748,45777,30,14,2,60
Abril,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,704,ARTE,45748,45777,30,7,1,30
Fevereiro,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,732,ARTE II,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,732,ARTE II,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,732,ARTE II,45717,45747,31,2,"0,285714","8,857134"
Março,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,732,ARTE II,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA C,ABC3,Xuxa Yamamoto,131,REGENCIA,732,ARTE II,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA D ,ABC4,Xuxa Yamamoto,131,REGENCIA,732,ARTE II,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,201,MATEMATICA,45689,45716,28,38,"5,428571","151,999988"
Março,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,201,MATEMATICA,45717,45722,6,38,"5,428571","32,57143"
Março,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,201,MATEMATICA,45723,45747,25,28,4,100
Abril,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,201,MATEMATICA,45748,45777,30,28,4,120
Fevereiro,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,299,EDUCACAO FINANCEIRA,45689,45689,1,2,"0,285714","0,285714"
Março,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,299,EDUCACAO FINANCEIRA,45723,45747,25,2,"0,285714","7,14285"
Abril,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,299,EDUCACAO FINANCEIRA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,6211,REC APREND MATEMATICA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,6211,REC APREND MATEMATICA,45717,45722,6,2,"0,285714","1,714284"
Março,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,6211,REC APREND MATEMATICA,45723,45747,25,10,"1,428571","35,71428"
Abril,ESCOLA G,ABC7,Yara Jorge,148,REGENCIA,6211,REC APREND MATEMATICA,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA  AE,ABC28,Yara Queiroz,309,NAO REGENCIA,2008,PROF APOIO COM ALTERNATIVA,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA  AE,ABC28,Yara Queiroz,309,NAO REGENCIA,2008,PROF APOIO COM ALTERNATIVA,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA  AE,ABC28,Yara Queiroz,309,NAO REGENCIA,2008,PROF APOIO COM ALTERNATIVA,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA AB,ABC25,Yara Soares,339,REGENCIA,1001,BIOLOGIA,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA AB,ABC25,Yara Soares,339,REGENCIA,1001,BIOLOGIA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA AB,ABC25,Yara Soares,339,REGENCIA,1001,BIOLOGIA,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA AI,ABC32,Yasmin Albuquerque,419,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA AI,ABC32,Yasmin Albuquerque,419,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA AI,ABC32,Yasmin Albuquerque,419,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45777,30,20,"2,857142","85,71426"
Fevereiro,ESCOLA I ,ABC9,Yasmin Mendes,767,NAO REGENCIA,9220,COORD DE CURSO,45691,45716,26,25,"3,571428","92,857128"
Março,ESCOLA I ,ABC9,Yasmin Mendes,767,NAO REGENCIA,9220,COORD DE CURSO,45717,45717,1,25,"3,571428","3,571428"
Fevereiro,ESCOLA AD ,ABC27,Yasmin Peixoto,386,REGENCIA,1395,LINGUA ALEMA,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA AD ,ABC27,Yasmin Peixoto,386,REGENCIA,1395,LINGUA ALEMA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA AD ,ABC27,Yasmin Peixoto,386,REGENCIA,1395,LINGUA ALEMA,45748,45777,30,12,"1,714285","51,42855"
Abril,ESCOLA J,ABC10,Yasmin Pimentel,726,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,18,"2,571428","77,14284"
Fevereiro,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,5641,PROJETO DE VIDA I,45691,45716,26,25,"3,571428","92,857128"
Março,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,5641,PROJETO DE VIDA I,45717,45717,1,25,"3,571428","3,571428"
Fevereiro,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,704,ARTE,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,704,ARTE,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,704,ARTE,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,732,ARTE II,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,732,ARTE II,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA Z,ABC23,Yolanda Sales,681,REGENCIA,732,ARTE II,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA M,ABC13,Yuri Cardoso,849,REGENCIA,704,ARTE,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA M,ABC13,Yuri Cardoso,849,REGENCIA,704,ARTE,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA M,ABC13,Yuri Cardoso,849,REGENCIA,704,ARTE,45748,45777,30,8,"1,142857","34,28571"
Fevereiro,ESCOLA S,ABC19,Yuri Lemos,550,REGENCIA,201,MATEMATICA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA S,ABC19,Yuri Lemos,550,REGENCIA,201,MATEMATICA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA S,ABC19,Yuri Lemos,550,REGENCIA,201,MATEMATICA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA M,ABC13,Yuri Santos Ito,864,REGENCIA,704,ARTE,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA M,ABC13,Yuri Santos Ito,864,REGENCIA,704,ARTE,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA M,ABC13,Yuri Santos Ito,864,REGENCIA,704,ARTE,45748,45748,1,6,"0,857142","0,857142"
Fevereiro,ESCOLA M,ABC13,Yuri Santos Ito,864,REGENCIA,732,ARTE II,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA M,ABC13,Yuri Santos Ito,864,REGENCIA,732,ARTE II,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA M,ABC13,Yuri Santos Ito,864,REGENCIA,732,ARTE II,45748,45748,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA K,ABC11,Yuri Santos Ribeiro,810,REGENCIA,2201,FILOSOFIA,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA L,ABC12,Yuri Santos Ribeiro,810,REGENCIA,2201,FILOSOFIA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA K,ABC11,Yuri Santos Ribeiro,810,REGENCIA,2201,FILOSOFIA,45717,45747,31,2,"0,285714","8,857134"
Março,ESCOLA L,ABC12,Yuri Santos Ribeiro,810,REGENCIA,2201,FILOSOFIA,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA K,ABC11,Yuri Santos Ribeiro,810,REGENCIA,2201,FILOSOFIA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA L,ABC12,Yuri Santos Ribeiro,810,REGENCIA,2201,FILOSOFIA,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA K,ABC11,Yuri Santos Ribeiro,810,REGENCIA,2389,FILOSOFIA I,45691,45716,26,2,"0,285714","7,428564"
Fevereiro,ESCOLA L,ABC12,Yuri Santos Ribeiro,810,REGENCIA,2389,FILOSOFIA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA K,ABC11,Yuri Santos Ribeiro,810,REGENCIA,2389,FILOSOFIA I,45717,45747,31,2,"0,285714","8,857134"
Março,ESCOLA L,ABC12,Yuri Santos Ribeiro,810,REGENCIA,2389,FILOSOFIA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA K,ABC11,Yuri Santos Ribeiro,810,REGENCIA,2389,FILOSOFIA I,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA L,ABC12,Yuri Santos Ribeiro,810,REGENCIA,2389,FILOSOFIA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45691,45716,26,15,"2,142857","55,714282"
Março,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45717,45747,31,15,"2,142857","66,42857"
Abril,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,2450,DOCENCIA ATEND EDUC ESP-INTEG,45748,45777,30,15,"2,142857","64,28571"
Fevereiro,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,601,EDUCACAO FISICA,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,601,EDUCACAO FISICA,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,601,EDUCACAO FISICA,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,644,EDUCACAO FISICA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,644,EDUCACAO FISICA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,644,EDUCACAO FISICA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,8137,LIBRAS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,8137,LIBRAS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AA,ABC24,Yuri Santos Rodrigues,373,REGENCIA,8137,LIBRAS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA  AE,ABC28,Yvana Domingues,307,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45691,45716,26,20,"2,857142","74,285692"
Março,ESCOLA  AE,ABC28,Yvana Domingues,307,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45717,45747,31,20,"2,857142","88,5714"
Abril,ESCOLA  AE,ABC28,Yvana Domingues,307,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45748,45768,21,20,"2,857142","59,999982"
Abril,ESCOLA  AE,ABC28,Yvana Domingues,307,NAO REGENCIA,2023,PROF APOIO ED ESP T GLOB DES,45769,45777,9,40,"5,714285","51,428565"
Fevereiro,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,2388,EMPREENDEDORISMO I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,2388,EMPREENDEDORISMO I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,2388,EMPREENDEDORISMO I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4024,NOCOES DE DIREITO,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4024,NOCOES DE DIREITO,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4024,NOCOES DE DIREITO,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4768,LIDERANCA E GESTAO DE PESSOAS,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4768,LIDERANCA E GESTAO DE PESSOAS,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4768,LIDERANCA E GESTAO DE PESSOAS,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4770,CONTROLADORIA E FINANCAS,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4770,CONTROLADORIA E FINANCAS,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA B ,ABC2,Yvana Saraiva,257,REGENCIA,4770,CONTROLADORIA E FINANCAS,45748,45777,30,4,"0,571428","17,14284"
Março,ESCOLA K,ABC11,Zara Takahashi,913,REGENCIA,106,LINGUA PORTUGUESA,45726,45747,22,8,"1,142857","25,14285"
Abril,ESCOLA K,ABC11,Zara Takahashi,913,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,8,"1,142857","34,28571"
Março,ESCOLA K,ABC11,Zara Takahashi,913,REGENCIA,6366,REDACAO E LEITURA I,45726,45747,22,4,"0,571428","12,57142"
Abril,ESCOLA K,ABC11,Zara Takahashi,913,REGENCIA,6366,REDACAO E LEITURA I,45748,45777,30,4,"0,571428","17,14284"
Abril,ESCOLA AC,ABC26,Zara Watanabe,1772,REGENCIA,106,LINGUA PORTUGUESA,45772,45777,6,15,"2,142857","12,857142"
Abril,ESCOLA AC,ABC26,Zara Watanabe,1772,REGENCIA,367,REDACAO E LEITURA,45772,45777,6,4,"0,571428","3,428568"
Abril,ESCOLA AC,ABC26,Zara Watanabe,1772,REGENCIA,6363,ELETIVA I,45772,45777,6,2,"0,285714","1,714284"
Abril,ESCOLA AC,ABC26,Zara Watanabe,1772,REGENCIA,6460,DOCENCIA II REC LINGUA PORT,45772,45777,6,10,"1,428571","8,571426"
Fevereiro,ESCOLA AI,ABC32,Zenaide Campos,410,REGENCIA,704,ARTE,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA AI,ABC32,Zenaide Campos,410,REGENCIA,704,ARTE,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA AI,ABC32,Zenaide Campos,410,REGENCIA,704,ARTE,45748,45777,30,4,"0,571428","17,14284"
Março,ESCOLA Q ,ABC17,Zenaide Lima,901,REGENCIA,106,LINGUA PORTUGUESA,45728,45747,20,19,"2,714285","54,2857"
Abril,ESCOLA Q ,ABC17,Zenaide Lima,901,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,19,"2,714285","81,42855"
Março,ESCOLA Q ,ABC17,Zenaide Lima,901,REGENCIA,6362,ESTUDO ORIENTADO I,45728,45747,20,4,"0,571428","11,42856"
Abril,ESCOLA Q ,ABC17,Zenaide Lima,901,REGENCIA,6362,ESTUDO ORIENTADO I,45748,45777,30,4,"0,571428","17,14284"
Março,ESCOLA Q ,ABC17,Zenaide Lima,901,REGENCIA,6366,REDACAO E LEITURA I,45728,45747,20,2,"0,285714","5,71428"
Abril,ESCOLA Q ,ABC17,Zenaide Lima,901,REGENCIA,6366,REDACAO E LEITURA I,45748,45777,30,2,"0,285714","8,57142"
